323.75	0	1
428.31	0	1
217.29	0	1
382.19	0	1
459.88	0	1
259.49	0	1
240.52	0	1
383	0	1
352.21	0	1
468.93	0	1
340.9	0	0
376.8	0	1
362.12	0	1
265.21	0	1
382.22	0	0
346.44	0	1
196.4	0	1
254.33	0	1
274.82	0	1
307.47	0	1
371.13	0	1
391.83	0	1
336.84	0	1
279.86	0	1
442.37	0	1
226.62	0	1
372.08	0	1
258.19	0	1
279.83	0	1
309.75	0	0
284.77	0	1
244.52	0	1
229	0	1
339.61	0	1
215.51	0	1
248.52	0	0
333.1	0	1
687.48	0	0
469.67	1	0
305.93	0	1
553.33	0	1
331.35	0	1
593.76	0	1
395.99	0	1
405.5	0	1
355.76	0	1
328.42	0	0
453.09	0	0
259.23	0	1
247.48	0	1
246.03	0	1
240.52	0	1
279.96	0	1
348.86	1	0
312.69	0	0
374.86	0	1
362.78	0	1
318.83	0	0
236.6	0	1
263.7	0	1
427.83	0	1
306.39	0	1
289.05	0	1
380.58	0	1
319.98	0	1
351.4	0	1
150.18	0	1
235.69	0	1
251.76	0	1
311.93	0	1
174.75	0	1
250.25	0	1
292.02	0	1
348.75	0	1
384.27	0	0
257.79	0	1
261.21	0	1
248.95	0	1
339.61	0	1
383	0	1
303.17	0	1
340.23	0	1
268.1	0	1
340.49	0	1
344.72	0	1
221.92	0	1
284.44	0	1
312.74	0	1
336.44	0	1
406.56	0	1
415.89	0	1
345.65	0	1
332.49	0	0
181.27	0	1
224.21	0	1
263.33	0	1
285.4	0	1
329.1	0	1
354.79	0	1
403.17	0	1
473.76	0	1
413.15	0	1
429.39	0	1
553.33	0	1
353.39	0	1
443.09	0	1
395.99	0	1
476.89	1	0
334.15	1	0
414.95	0	1
340.49	0	1
293.98	0	1
192.93	0	1
234.04	0	1
299.59	0	1
174.17	0	1
334.15	1	0
379.73	0	1
363.76	0	1
290.18	1	0
339.21	0	1
312.66	0	1
236.25	0	1
376.52	0	1
209.11	0	1
346.08	0	1
293.94	0	1
311.38	0	1
295.59	0	1
388.47	0	1
260.25	0	1
319.06	0	1
433.1	0	1
369.42	0	1
354.85	0	1
370.97	0	1
235.53	0	1
314.94	0	1
259.94	0	1
227.3	0	1
236.11	0	1
342.49	0	1
204.26	0	1
365.78	0	0
305.71	0	1
364.75	0	0
353.91	0	1
391.83	0	1
271.19	0	1
280.68	0	1
416.49	0	1
247.95	0	1
291.56	0	1
292.02	0	1
328.35	0	1
351.44	0	1
344.72	0	1
214.23	0	1
284.44	0	1
388.62	0	1
289.77	0	1
372.56	0	1
226.3	0	1
354.58	0	1
317.79	0	1
226.16	0	1
241.49	0	1
229	0	1
381.22	0	1
174.17	0	1
308.57	0	1
322.46	0	0
378.78	0	1
405.3	0	1
339.21	0	1
203.91	0	1
249.29	0	1
354.45	0	1
336.44	0	1
291.56	0	1
337.73	0	1
256.37	0	1
412.72	1	0
340.96	0	1
373.04	0	1
274.03	0	1
320.5	0	1
263.82	0	1
376.54	1	0
447.86	1	0
628.37	0	0
473.97	0	1
283.3	0	1
407.68	0	1
324.52	0	1
536.14	0	1
414.62	0	0
447.86	1	0
277.39	1	0
326.78	0	1
360.3	0	1
369.36	0	1
266.32	0	1
274.58	0	1
348.28	0	1
332.95	0	1
277.39	1	0
166.32	0	1
355.07	0	1
336.63	0	0
246.9	0	1
203.38	0	1
402.83	1	0
504.57	0	0
255.14	0	1
277.72	0	1
325.19	0	1
300.5	0	1
287.19	0	1
348.91	0	1
266.32	0	1
274.56	0	1
402.41	0	1
226.62	0	1
289.05	0	1
587.13	0	0
308.49	1	0
308.49	1	0
369.36	0	1
248.22	0	1
238.2	0	1
323.69	0	1
317.05	0	0
432.94	0	0
378.85	0	1
273.52	0	1
309.17	0	1
276.38	0	1
270.78	0	1
257.94	0	1
313.73	0	1
257.14	0	1
335.75	0	0
436.1	0	1
354.15	0	1
413.15	0	1
374.27	0	1
545.71	0	1
323.16	0	1
549.66	0	0
351.87	0	1
350.12	0	1
323.92	0	1
341.73	0	0
354.42	1	0
229.74	0	1
272.27	0	1
310.92	0	1
333.57	0	1
246.22	0	1
200.96	0	1
166.32	0	1
290.99	0	1
273.34	0	1
212.04	0	1
209.46	0	1
242.76	0	1
242.3	0	1
153.94	0	1
226.87	0	1
270.87	1	0
306.82	0	1
273.35	0	1
316.24	0	1
251.48	0	1
268.65	0	1
345.38	0	1
206.87	0	1
215.06	0	1
352.3	0	1
324.57	0	1
287.19	0	1
257.79	0	1
260.56	0	1
274.56	0	1
276.08	0	1
230.25	0	1
303.17	0	1
370.55	0	0
318	0	1
306.38	0	1
414.93	0	0
261.27	0	1
305.65	0	1
326.25	0	1
307.3	0	1
379.39	0	0
292.43	1	0
321.69	1	0
318.47	0	0
456.81	0	1
211.64	1	0
329.82	0	1
270.32	0	1
257.14	0	1
211.64	1	0
328.23	0	1
339.14	0	1
325.21	0	1
340.96	0	1
203.91	0	1
217.76	0	1
353.39	0	1
314.69	0	1
342.82	0	1
343.83	0	1
311.38	0	1
307.14	0	0
386.35	0	1
199.09	0	1
232.48	0	1
276.08	0	1
